1;ADMINISTRADOR DISTRITAL    ; ;23;8.059,99;0,00
2;ADMINISTRADOR DISTRITAL    ; ;24;8.373,87;6.058,55
3;ADMINISTRADOR REGIONAL; ;1;6.317,46;0,00
4;ADMINISTRADOR REGIONAL; ;1;6.317,46;0,00
5;ADMINISTRADOR REGIONAL; ;1;6.317,46;0,00
6;ADMINISTRADOR REGIONAL; ;1;6.317,46;0,00
7;ADMINISTRADOR REGIONAL; ;1;6.327,46;0,00
8;ADMINISTRADOR REGIONAL; ;1;6.332,46;0,00
9;ADMINISTRADOR REGIONAL; ;1;6.419,35;4.422,22
10;AGENTE ADMINISTRATIVO I; ;25;2.484,93;0,00
11;AGENTE ADMINISTRATIVO I; ;25;2.484,93;0,00
12;AGENTE ADMINISTRATIVO I; ;26;2.533,31;850,54
13;AGENTE ADMINISTRATIVO I; ;29;2.795,92;0,00
14;AGENTE ADMINISTRATIVO I; ;29;2.796,51;0,00
15;AGENTE ADMINISTRATIVO I;MONITOR;25;2.957,84;20,03
16;AGENTE ADMINISTRATIVO I; ;29;2.985,22;18,83
17;AGENTE ADMINISTRATIVO I; ;29;3.051,41;151,50
18;AGENTE ADMINISTRATIVO I; ;33;3.268,86;42,59
19;AGENTE ADMINISTRATIVO I;MONITOR;27;3.407,12;395,32
20;AGENTE ADMINISTRATIVO I; ;37;3.443,61;0,00
21;AGENTE ADMINISTRATIVO I; ;26;3.544,51;226,67
22;AGENTE ADMINISTRATIVO I;AGENTE DE DEFESA CIVIL;26;3.766,29;183,72
23;AGENTE ADMINISTRATIVO I; ;25;4.179,99;0,00
24;AGENTE ADMINISTRATIVO I; ;39;4.181,91;95,26
25;AGENTE ADMINISTRATIVO I; ;26;4.591,53;0,00
26;AGENTE ADMINISTRATIVO I;SUPERVISOR 19C;27;4.608,97;0,00
27;AGENTE ADMINISTRATIVO I;SUPERVISOR 19C;27;4.834,11;3.560,91
28;AGENTE ADMINISTRATIVO I; ;29;4.944,03;377,64
29;AGENTE ADMINISTRATIVO I; ;23;5.059,85;0,00
30;AGENTE ADMINISTRATIVO I;SUPERVISOR 19B;32;5.648,83;2.076,16
31;AGENTE ADMINISTRATIVO I;SUPERVISOR 19A;25;5.700,17;0,00
32;AGENTE ADMINISTRATIVO I; ;40;6.114,45;977,39
33;AGENTE ADMINISTRATIVO I; ;29;6.337,75;517,57
34;AGENTE ADMINISTRATIVO II; ;16;1.594,35;94,29
35;AGENTE ADMINISTRATIVO II; ;18;1.695,56;0,00
36;AGENTE ADMINISTRATIVO II; ;18;1.699,66;0,00
37;AGENTE ADMINISTRATIVO II; ;17;1.700,10;0,00
38;AGENTE ADMINISTRATIVO II; ;17;1.703,69;580,11
39;AGENTE ADMINISTRATIVO II; ;16;1.711,10;577,12
40;AGENTE ADMINISTRATIVO II; ;18;1.741,46;1.154,30
41;AGENTE ADMINISTRATIVO II; ;17;1.779,99;5,09
42;AGENTE ADMINISTRATIVO II; ;19;1.848,04;628,58
43;AGENTE ADMINISTRATIVO II; ;18;1.871,40;623,80
44;AGENTE ADMINISTRATIVO II; ;18;1.871,41;108,49
45;AGENTE ADMINISTRATIVO II; ;18;1.886,41;0,00
46;AGENTE ADMINISTRATIVO II; ;18;1.888,58;8,34
47;AGENTE ADMINISTRATIVO II; ;18;1.890,45;58,31
48;AGENTE ADMINISTRATIVO II; ;19;1.896,40;623,80
49;AGENTE ADMINISTRATIVO II; ;20;1.966,32;0,00
50;AGENTE ADMINISTRATIVO II; ;16;1.987,80;132,70
51;AGENTE ADMINISTRATIVO II; ;20;1.990,07;21,87
52;AGENTE ADMINISTRATIVO II; ;18;2.009,84;18,84
53;AGENTE ADMINISTRATIVO II; ;18;2.028,34;22,60
54;AGENTE ADMINISTRATIVO II; ;18;2.096,84;29,45
55;AGENTE ADMINISTRATIVO II; ;18;2.099,52;22,60
56;AGENTE ADMINISTRATIVO II; ;18;2.107,61;22,60
57;AGENTE ADMINISTRATIVO II; ;19;2.113,85;22,60
58;AGENTE ADMINISTRATIVO II; ;18;2.115,80;729,79
59;AGENTE ADMINISTRATIVO II; ;19;2.122,31;1.749,13
60;AGENTE ADMINISTRATIVO II; ;21;2.130,02;22,60
