1;ADMINISTRADOR DISTRITAL    ; ;23;8.066,10;0,00
2;ADMINISTRADOR REGIONAL; ;0;6.317,46;0,00
3;ADMINISTRADOR REGIONAL; ;0;6.317,46;0,00
4;ADMINISTRADOR REGIONAL; ;0;6.317,46;0,00
5;ADMINISTRADOR REGIONAL; ;0;6.317,46;0,00
6;ADMINISTRADOR REGIONAL; ;0;6.317,46;0,00
7;ADMINISTRADOR REGIONAL; ;0;6.327,46;0,00
8;ADMINISTRADOR REGIONAL; ;0;6.332,46;0,00
9;AGENTE ADMINISTRATIVO I; ;25;2.455,49;0,00
10;AGENTE ADMINISTRATIVO I; ;25;2.484,93;0,00
11;AGENTE ADMINISTRATIVO I; ;25;2.507,81;0,00
12;AGENTE ADMINISTRATIVO I; ;26;2.762,63;0,00
13;AGENTE ADMINISTRATIVO I; ;29;2.777,56;0,00
14;AGENTE ADMINISTRATIVO I; ;29;2.803,62;0,00
15;AGENTE ADMINISTRATIVO I;MONITOR;25;2.937,32;0,00
16;AGENTE ADMINISTRATIVO I; ;29;2.976,02;0,00
17;AGENTE ADMINISTRATIVO I; ;33;3.108,41;2.111,30
18;AGENTE ADMINISTRATIVO I; ;39;3.397,89;0,00
19;AGENTE ADMINISTRATIVO I; ;37;3.443,61;0,00
20;AGENTE ADMINISTRATIVO I; ;29;3.489,28;0,00
21;AGENTE ADMINISTRATIVO I;MONITOR;27;3.843,92;0,00
22;AGENTE ADMINISTRATIVO I;AGENTE DE DEFESA CIVIL;26;3.940,03;0,00
23;AGENTE ADMINISTRATIVO I; ;29;4.100,42;0,00
24;AGENTE ADMINISTRATIVO I; ;25;4.330,66;0,00
25;AGENTE ADMINISTRATIVO I;SUPERVISOR 19C;27;4.543,53;0,00
26;AGENTE ADMINISTRATIVO I; ;26;4.591,53;0,00
27;AGENTE ADMINISTRATIVO I;SUPERVISOR 19C;27;4.739,36;0,00
28;AGENTE ADMINISTRATIVO I; ;23;5.059,86;0,00
29;AGENTE ADMINISTRATIVO I; ;28;5.328,39;0,00
30;AGENTE ADMINISTRATIVO I;SUPERVISOR 19B;31;5.373,47;0,00
31;AGENTE ADMINISTRATIVO I;SUPERVISOR 19A;25;5.700,17;0,00
32;AGENTE ADMINISTRATIVO I; ;40;7.022,70;377,42
33;AGENTE ADMINISTRATIVO II;SUPERVISOR 19C;17;20,00;0,00
34;AGENTE ADMINISTRATIVO II; ;18;1.378,26;0,00
35;AGENTE ADMINISTRATIVO II; ;16;1.677,68;0,00
36;AGENTE ADMINISTRATIVO II; ;17;1.696,68;0,00
37;AGENTE ADMINISTRATIVO II; ;16;1.697,68;0,00
38;AGENTE ADMINISTRATIVO II; ;18;1.699,66;0,00
39;AGENTE ADMINISTRATIVO II; ;18;1.699,66;0,00
40;AGENTE ADMINISTRATIVO II; ;17;1.700,10;0,00
41;AGENTE ADMINISTRATIVO II; ;17;1.702,54;601,65
42;AGENTE ADMINISTRATIVO II; ;18;1.714,66;0,00
43;AGENTE ADMINISTRATIVO II; ;18;1.722,17;0,00
44;AGENTE ADMINISTRATIVO II; ;18;1.741,45;0,00
45;AGENTE ADMINISTRATIVO II; ;17;1.788,67;0,00
46;AGENTE ADMINISTRATIVO II; ;18;1.816,29;0,00
47;AGENTE ADMINISTRATIVO II; ;18;1.886,22;0,00
48;AGENTE ADMINISTRATIVO II; ;20;1.890,69;0,00
49;AGENTE ADMINISTRATIVO II; ;19;1.893,83;0,00
50;AGENTE ADMINISTRATIVO II; ;19;1.896,41;0,00
51;AGENTE ADMINISTRATIVO II; ;19;1.918,57;0,00
52;AGENTE ADMINISTRATIVO II; ;18;1.918,57;0,00
53;AGENTE ADMINISTRATIVO II; ;18;1.924,62;0,00
54;AGENTE ADMINISTRATIVO II; ;18;1.938,79;0,00
55;AGENTE ADMINISTRATIVO II; ;18;1.938,92;4,47
56;AGENTE ADMINISTRATIVO II; ;18;1.944,36;0,00
57;AGENTE ADMINISTRATIVO II; ;17;1.958,67;0,00
58;AGENTE ADMINISTRATIVO II; ;20;1.969,85;665,79
59;AGENTE ADMINISTRATIVO II; ;18;1.983,33;0,00
60;AGENTE ADMINISTRATIVO II;MONITOR;18;2.013,63;0,00
61;AGENTE ADMINISTRATIVO II; ;19;2.063,72;9,82
62;AGENTE ADMINISTRATIVO II; ;19;2.116,58;674,93
63;AGENTE ADMINISTRATIVO II; ;20;2.140,82;0,00
64;AGENTE ADMINISTRATIVO II; ;20;2.140,93;0,00
65;AGENTE ADMINISTRATIVO II; ;22;2.155,43;0,00
66;AGENTE ADMINISTRATIVO II; ;21;2.166,75;0,00
67;AGENTE ADMINISTRATIVO II; ;26;2.188,14;0,00
68;AGENTE ADMINISTRATIVO II; ;21;2.199,23;0,00
69;AGENTE ADMINISTRATIVO II; ;18;2.208,12;0,00
70;AGENTE ADMINISTRATIVO II; ;23;2.242,33;0,00
71;AGENTE ADMINISTRATIVO II; ;18;2.301,46;0,00
72;AGENTE ADMINISTRATIVO II; ;21;2.323,39;0,00
73;AGENTE ADMINISTRATIVO II; ;16;2.326,37;0,00
74;AGENTE ADMINISTRATIVO II; ;20;2.345,58;0,00
75;AGENTE ADMINISTRATIVO II; ;21;2.349,23;0,00
76;AGENTE ADMINISTRATIVO II; ;22;2.358,37;0,00
77;AGENTE ADMINISTRATIVO II; ;21;2.358,37;0,00
78;AGENTE ADMINISTRATIVO II; ;23;2.358,37;0,00
79;AGENTE ADMINISTRATIVO II; ;20;2.359,69;0,00
80;AGENTE ADMINISTRATIVO II; ;21;2.368,87;0,00
81;AGENTE ADMINISTRATIVO II; ;23;2.374,94;0,00
82;AGENTE ADMINISTRATIVO II; ;23;2.382,52;0,00
83;AGENTE ADMINISTRATIVO II; ;23;2.383,35;0,00
84;AGENTE ADMINISTRATIVO II; ;24;2.384,59;0,00
85;AGENTE ADMINISTRATIVO II; ;21;2.384,60;0,00
86;AGENTE ADMINISTRATIVO II; ;22;2.390,32;0,00
87;AGENTE ADMINISTRATIVO II; ;25;2.394,59;0,00
88;AGENTE ADMINISTRATIVO II; ;21;2.395,48;0,00
89;AGENTE ADMINISTRATIVO II;MEMBRO DA EQUIPE DE APOIO;21;2.450,58;0,00
90;AGENTE ADMINISTRATIVO II; ;19;2.452,39;207,21
91;AGENTE ADMINISTRATIVO II; ;22;2.457,92;0,00
92;AGENTE ADMINISTRATIVO II; ;22;2.461,91;0,00
93;AGENTE ADMINISTRATIVO II; ;21;2.471,21;0,00
94;AGENTE ADMINISTRATIVO II; ;21;2.477,84;0,00
95;AGENTE ADMINISTRATIVO II; ;18;2.490,06;0,00
96;AGENTE ADMINISTRATIVO II; ;21;2.495,58;0,00
97;AGENTE ADMINISTRATIVO II; ;22;2.499,87;0,00
98;AGENTE ADMINISTRATIVO II; ;22;2.500,04;0,00
99;AGENTE ADMINISTRATIVO II; ;25;2.505,59;0,00
100;AGENTE ADMINISTRATIVO II; ;22;2.538,50;0,00
101;AGENTE ADMINISTRATIVO II;MONITOR;23;2.544,35;0,00
102;AGENTE ADMINISTRATIVO II; ;21;2.549,72;0,00
103;AGENTE ADMINISTRATIVO II; ;26;2.555,86;0,00
104;AGENTE ADMINISTRATIVO II; ;26;2.575,92;0,00
105;AGENTE ADMINISTRATIVO II; ;17;2.599,14;0,00
106;AGENTE ADMINISTRATIVO II; ;26;2.599,19;0,00
107;AGENTE ADMINISTRATIVO II; ;18;2.603,86;0,00
108;AGENTE ADMINISTRATIVO II; ;21;2.619,44;0,00
109;AGENTE ADMINISTRATIVO II; ;25;2.628,71;0,00
110;AGENTE ADMINISTRATIVO II; ;26;2.640,12;0,00
111;AGENTE ADMINISTRATIVO II; ;26;2.640,12;0,00
112;AGENTE ADMINISTRATIVO II; ;24;2.645,16;0,00
113;AGENTE ADMINISTRATIVO II; ;22;2.645,49;1.780,42
114;AGENTE ADMINISTRATIVO II; ;26;2.657,98;292,38
115;AGENTE ADMINISTRATIVO II; ;26;2.660,29;0,00
116;AGENTE ADMINISTRATIVO II; ;22;2.703,07;1.746,12
117;AGENTE ADMINISTRATIVO II;MONITOR;20;2.753,13;0,00
118;AGENTE ADMINISTRATIVO II; ;22;2.758,25;0,00
119;AGENTE ADMINISTRATIVO II; ;20;2.764,58;0,00
120;AGENTE ADMINISTRATIVO II;MONITOR;22;2.766,81;0,00
121;AGENTE ADMINISTRATIVO II; ;22;2.768,88;0,00
122;AGENTE ADMINISTRATIVO II;AGENTE DE DEFESA CIVIL;21;2.770,26;0,00
123;AGENTE ADMINISTRATIVO II; ;22;2.809,03;308,99
124;AGENTE ADMINISTRATIVO II; ;18;2.870,05;0,00
125;AGENTE ADMINISTRATIVO II; ;18;2.885,87;0,00
126;AGENTE ADMINISTRATIVO II; ;18;2.971,08;205,86
127;AGENTE ADMINISTRATIVO II; ;26;2.991,38;0,00
128;AGENTE ADMINISTRATIVO II; ;37;3.060,97;0,00
129;AGENTE ADMINISTRATIVO II; ;28;3.078,75;0,00
130;AGENTE ADMINISTRATIVO II;MONITOR;26;3.109,09;0,00
131;AGENTE ADMINISTRATIVO II; ;31;3.129,00;0,00
132;AGENTE ADMINISTRATIVO II;MONITOR;27;3.220,98;0,00
133;AGENTE ADMINISTRATIVO II; ;19;3.233,74;0,00
134;AGENTE ADMINISTRATIVO II; ;32;3.304,79;0,00
135;AGENTE ADMINISTRATIVO II;MONITOR;24;3.306,97;2.224,16
136;AGENTE ADMINISTRATIVO II; ;27;3.319,30;0,00
137;AGENTE ADMINISTRATIVO II; ;21;3.353,16;0,00
138;AGENTE ADMINISTRATIVO II; ;26;3.382,12;0,00
139;AGENTE ADMINISTRATIVO II; ;28;3.453,90;0,00
140;AGENTE ADMINISTRATIVO II; ;37;3.519,18;0,00
141;AGENTE ADMINISTRATIVO II; ;20;3.540,37;0,00
142;AGENTE ADMINISTRATIVO II; ;23;3.581,04;0,00
143;AGENTE ADMINISTRATIVO II; ;29;3.633,59;0,00
144;AGENTE ADMINISTRATIVO II; ;21;3.680,52;0,00
145;AGENTE ADMINISTRATIVO II; ;36;3.698,16;0,00
146;AGENTE ADMINISTRATIVO II; ;23;3.713,96;0,00
147;AGENTE ADMINISTRATIVO II; ;26;3.725,21;0,00
148;AGENTE ADMINISTRATIVO II; ;21;3.762,18;0,00
149;AGENTE ADMINISTRATIVO II; ;18;3.772,30;196,15
150;AGENTE ADMINISTRATIVO II; ;21;3.787,05;0,00
151;AGENTE ADMINISTRATIVO II; ;18;3.787,26;0,00
152;AGENTE ADMINISTRATIVO II; ;19;3.795,77;0,00
153;AGENTE ADMINISTRATIVO II; ;18;3.870,91;0,00
154;AGENTE ADMINISTRATIVO II;SUPERVISOR 19C;18;3.874,49;0,00
155;AGENTE ADMINISTRATIVO II; ;21;3.912,19;0,00
156;AGENTE ADMINISTRATIVO II;MONITOR;32;3.947,30;0,00
157;AGENTE ADMINISTRATIVO II;SUPERVISOR 19C;18;3.960,99;0,00
158;AGENTE ADMINISTRATIVO II;SUPERVISOR 19C;16;3.975,99;1.320,33
159;AGENTE ADMINISTRATIVO II;SUPERVISOR 19C;18;3.979,92;0,00
160;AGENTE ADMINISTRATIVO II;SUPERVISOR 19C;18;3.995,34;0,00
161;AGENTE ADMINISTRATIVO II; ;23;4.032,97;0,00
162;AGENTE ADMINISTRATIVO II;SUPERVISOR 19C;16;4.057,27;0,00
163;AGENTE ADMINISTRATIVO II;SUPERVISOR 19C;17;4.068,72;0,00
164;AGENTE ADMINISTRATIVO II;SUPERVISOR 19C;18;4.076,22;0,00
165;AGENTE ADMINISTRATIVO II; ;21;4.099,63;0,00
166;AGENTE ADMINISTRATIVO II; ;27;4.141,39;0,00
